i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
291,0,"Question{QuestionCommittee{λ=308029033965/274877906944, rank=4}}",0,"Question{QuestionCommittee{λ=146268998253/137438953472, rank=2}}",0,"Question{QuestionCommittee{λ=18870861447149/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=4722605121517/4398046511104, rank=2}}",0,"Question{QuestionCommittee{λ=335873445613/137438953472, rank=7}}",0,"Question{QuestionCommittee{λ=9031650221/8589934592, rank=6}}",0,"Question{QuestionCommittee{λ=39122389762029/35184372088832, rank=3}}",0,"Question{QuestionCommittee{λ=1225934964717/1099511627776, rank=6}}",0,"Question{QuestionCommittee{λ=97354457743341/70368744177664, rank=2}}",0,"Question{QuestionCommittee{λ=5115624259565/4398046511104, rank=2}}",0,"Question{QuestionCommittee{λ=2292853831661/1099511627776, rank=7}}",0,"Question{QuestionCommittee{λ=2319868129261/2199023255552, rank=2}}",0,"Question{QuestionCommittee{λ=1343182404589/1099511627776, rank=3}}",0,"Question{QuestionCommittee{λ=14099865083885/8796093022208, rank=8}}",0,"Question{QuestionCommittee{λ=2463904710637/2199023255552, rank=3}}",0,"Question{QuestionCommittee{λ=2170840641/1073741824, rank=6}}",0,"Question{QuestionCommittee{λ=2176721551/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=38675958925/34359738368, rank=3}}",0,"Question{QuestionCommittee{λ=21504191437/4294967296, rank=7}}",0,"Question{QuestionCommittee{λ=1780986394605/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=34274865325/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=2425854103650285/2251799813685248, rank=1}}",0,"Question{QuestionCommittee{λ=301073723117/274877906944, rank=3}}",0,"Question{QuestionCommittee{λ=1289813837805/1099511627776, rank=5}}",0,"Question{QuestionCommittee{λ=9174903832557/8796093022208, rank=3}}"
292,0,"Question{QuestionCommittee{λ=42124735840237/17592186044416, rank=7}}",0,"Question{QuestionCommittee{λ=17534289693/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=1313958083/1073741824, rank=4}}",0,"Question{QuestionCommittee{λ=563150131693/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=37568646221/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=36030588013/34359738368, rank=3}}",0,"Question{QuestionCommittee{λ=4582837113/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=2218281429/2147483648, rank=2}}",0,"Question{QuestionCommittee{λ=4328208461/4294967296, rank=7}}",0,"Question{QuestionCommittee{λ=150481908077/137438953472, rank=6}}",0,"Question{QuestionCommittee{λ=1302439886829/1099511627776, rank=4}}",0,"Question{QuestionCommittee{λ=91420598140909/70368744177664, rank=6}}",0,"Question{QuestionCommittee{λ=11012705285/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=28199730167789/17592186044416, rank=8}}",0,"Question{QuestionCommittee{λ=17942420193261/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=71999657541613/70368744177664, rank=5}}",0,"Question{QuestionCommittee{λ=4353443121/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=24660912541/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=39128786272237/35184372088832, rank=4}}",0,"Question{QuestionCommittee{λ=75654895021/68719476736, rank=6}}",0,"Question{QuestionCommittee{λ=2189114225/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=69488360813/68719476736, rank=2}}",0,"Question{QuestionCommittee{λ=78561371291629/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=2577997107181/2199023255552, rank=2}}",0,"Question{QuestionCommittee{λ=687194767341/34359738368, rank=8}}"
293,0,"Question{QuestionCommittee{λ=84249471680493/35184372088832, rank=7}}",0,"Question{QuestionCommittee{λ=742619309/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=13522292501/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=33113865917/17179869184, rank=6}}",0,"Question{QuestionCommittee{λ=549996212205/549755813888, rank=2}}",0,"Question{QuestionCommittee{λ=9928259452909/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=78244779524077/70368744177664, rank=3}}",0,"Question{QuestionCommittee{λ=2451869929453/2199023255552, rank=6}}",0,"Question{QuestionCommittee{λ=625682094227437/562949953421312, rank=3}}",0,"Question{QuestionCommittee{λ=10231248519149/8796093022208, rank=2}}",0,"Question{QuestionCommittee{λ=18364448333/17179869184, rank=3}}",0,"Question{QuestionCommittee{λ=4938967565/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=282250154989/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=4707055730669/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=35884840386541/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=2915410543/2147483648, rank=3}}",0,"Question{QuestionCommittee{λ=9010923888967661/9007199254740992, rank=7}}",0,"Question{QuestionCommittee{λ=708372838381/549755813888, rank=4}}",0,"Question{QuestionCommittee{λ=220143349997/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=151778628589/137438953472, rank=5}}",0,"Question{QuestionCommittee{λ=9433665/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=3673257723885/2199023255552, rank=5}}",0,"Question{QuestionCommittee{λ=2305176514541/2199023255552, rank=2}}",0,"Question{QuestionCommittee{λ=5155994214381/4398046511104, rank=2}}",0,"Question{QuestionCommittee{λ=1374389534701/68719476736, rank=8}}"
294,0,"Question{QuestionCommittee{λ=168498943361005/70368744177664, rank=7}}",0,"Question{QuestionCommittee{λ=292537996525/274877906944, rank=2}}",0,"Question{QuestionCommittee{λ=18285944589/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=215479674349/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=2779460030445/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=19856518905837/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=34456618893/34359738368, rank=2}}",0,"Question{QuestionCommittee{λ=4123121033/2147483648, rank=4}}",0,"Question{QuestionCommittee{λ=256368829037/137438953472, rank=6}}",0,"Question{QuestionCommittee{λ=2361990174701/2199023255552, rank=5}}",0,"Question{QuestionCommittee{λ=1198605374445/1099511627776, rank=6}}",0,"Question{QuestionCommittee{λ=2495642783/2147483648, rank=3}}",0,"Question{QuestionCommittee{λ=625331604973/549755813888, rank=4}}",0,"Question{QuestionCommittee{λ=9414111461357/8796093022208, rank=1}}",0,"Question{QuestionCommittee{λ=11005828349/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=1141471235053/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=49388827117/34359738368, rank=3}}",0,"Question{QuestionCommittee{λ=678632727533/549755813888, rank=7}}",0,"Question{QuestionCommittee{λ=850355584237549/562949953421312, rank=6}}",0,"Question{QuestionCommittee{λ=151309790061/137438953472, rank=6}}",0,"Question{QuestionCommittee{λ=18867349/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=8677807/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=3219154765/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=2500769122285/2199023255552, rank=4}}",0,"Question{QuestionCommittee{λ=2748779069421/137438953472, rank=8}}"
295,0,"Question{QuestionCommittee{λ=4365638841/4294967296, rank=6}}",0,"Question{QuestionCommittee{λ=2434341411/2147483648, rank=3}}",0,"Question{QuestionCommittee{λ=1179657837549/1099511627776, rank=6}}",0,"Question{QuestionCommittee{λ=9445210243053/8796093022208, rank=2}}",0,"Question{QuestionCommittee{λ=671746891245/274877906944, rank=7}}",0,"Question{QuestionCommittee{λ=8984254488557/8796093022208, rank=2}}",0,"Question{QuestionCommittee{λ=9165674245/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=8799545613/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=512737658093/274877906944, rank=6}}",0,"Question{QuestionCommittee{λ=4723980349421/4398046511104, rank=5}}",0,"Question{QuestionCommittee{λ=106980656493/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=18033732205/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=10400712093/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=583471388653/549755813888, rank=3}}",0,"Question{QuestionCommittee{λ=9195761733/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=5830821105/4294967296, rank=3}}",0,"Question{QuestionCommittee{λ=9717125229/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=10947534677/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=1700711168475117/1125899906842624, rank=6}}",0,"Question{QuestionCommittee{λ=72027582037997/70368744177664, rank=2}}",0,"Question{QuestionCommittee{λ=290679136237/274877906944, rank=5}}",0,"Question{QuestionCommittee{λ=9377146373/8589934592, rank=6}}",0,"Question{QuestionCommittee{λ=6438309549/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=11494519749/8589934592, rank=3}}",0,"Question{QuestionCommittee{λ=68798752621/68719476736, rank=6}}"
296,0,"Question{QuestionCommittee{λ=18074814157/17179869184, rank=2}}",0,"Question{QuestionCommittee{λ=1485238637/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=36571889197/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=430959348717/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=4298208069/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=18063300461/17179869184, rank=6}}",0,"Question{QuestionCommittee{λ=68913237805/68719476736, rank=2}}",0,"Question{QuestionCommittee{λ=4903739858925/4398046511104, rank=6}}",0,"Question{QuestionCommittee{λ=1251364188454893/1125899906842624, rank=3}}",0,"Question{QuestionCommittee{λ=19662968525/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=4585707663341/2199023255552, rank=7}}",0,"Question{QuestionCommittee{λ=36067464429/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=1250663209965/1099511627776, rank=4}}",0,"Question{QuestionCommittee{λ=18828222922733/17592186044416, rank=1}}",0,"Question{QuestionCommittee{λ=18391523485/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=764388539105261/562949953421312, rank=8}}",0,"Question{QuestionCommittee{λ=87824135405/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=21895069373/17179869184, rank=2}}",0,"Question{QuestionCommittee{λ=78257572544493/70368744177664, rank=4}}",0,"Question{QuestionCommittee{λ=10228473597/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=68549730669/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=138976721645/137438953472, rank=2}}",0,"Question{QuestionCommittee{λ=4458582376429/4398046511104, rank=4}}",0,"Question{QuestionCommittee{λ=3816046553069/2199023255552, rank=7}}",0,"Question{QuestionCommittee{λ=18349807665133/17592186044416, rank=3}}"
297,0,"Question{QuestionCommittee{λ=21748217309/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=354173967341/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=2627916147/2147483648, rank=4}}",0,"Question{QuestionCommittee{λ=18890420486125/17592186044416, rank=2}}",0,"Question{QuestionCommittee{λ=1099992424429/1099511627776, rank=2}}",0,"Question{QuestionCommittee{λ=2225468559/2147483648, rank=7}}",0,"Question{QuestionCommittee{λ=146894976109/68719476736, rank=7}}",0,"Question{QuestionCommittee{λ=2482573451245/1099511627776, rank=7}}",0,"Question{QuestionCommittee{λ=8656416941/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=3469055952877/2199023255552, rank=3}}",0,"Question{QuestionCommittee{λ=213961313005/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=9877935149/8589934592, rank=4}}",0,"Question{QuestionCommittee{λ=20801424205/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=37656445845485/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=4653885439981/4398046511104, rank=4}}",0,"Question{QuestionCommittee{λ=560528406509/549755813888, rank=4}}",0,"Question{QuestionCommittee{λ=8706886261/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=1357265455085/1099511627776, rank=7}}",0,"Question{QuestionCommittee{λ=21067352461/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=42241759757/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=134689912365/68719476736, rank=7}}",0,"Question{QuestionCommittee{λ=4851708207300589/4503599627370496, rank=1}}",0,"Question{QuestionCommittee{λ=5191109573/4294967296, rank=6}}",0,"Question{QuestionCommittee{λ=10311988428781/8796093022208, rank=2}}",0,"Question{QuestionCommittee{λ=327059044845/274877906944, rank=2}}"
298,0,"Question{QuestionCommittee{λ=2372422178797/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=708347934701/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=27044585021/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=861918697453/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=8596416157/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=36126600941/34359738368, rank=6}}",0,"Question{QuestionCommittee{λ=293789952237/137438953472, rank=7}}",0,"Question{QuestionCommittee{λ=42482067406829/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=687550085613/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=300963816173/274877906944, rank=6}}",0,"Question{QuestionCommittee{λ=2397210748909/2199023255552, rank=6}}",0,"Question{QuestionCommittee{λ=182841196281837/140737488355328, rank=6}}",0,"Question{QuestionCommittee{λ=110218184749/68719476736, rank=6}}",0,"Question{QuestionCommittee{λ=1747044121/1073741824, rank=7}}",0,"Question{QuestionCommittee{λ=9307770879981/8796093022208, rank=4}}",0,"Question{QuestionCommittee{λ=4341681301/2147483648, rank=6}}",0,"Question{QuestionCommittee{λ=18021847777935341/18014398509481984, rank=7}}",0,"Question{QuestionCommittee{λ=77351917869/68719476736, rank=3}}",0,"Question{QuestionCommittee{λ=43008382893/8589934592, rank=7}}",0,"Question{QuestionCommittee{λ=20456947213/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=581358272493/549755813888, rank=5}}",0,"Question{QuestionCommittee{λ=7346515447789/4398046511104, rank=5}}",0,"Question{QuestionCommittee{λ=8917164752877/8796093022208, rank=4}}",0,"Question{QuestionCommittee{λ=2579627675629/2199023255552, rank=5}}",0,"Question{QuestionCommittee{λ=5497558138861/274877906944, rank=8}}"
299,0,"Question{QuestionCommittee{λ=167699787117/137438953472, rank=1}}",0,"Question{QuestionCommittee{λ=1416695869421/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=54089170061/17179869184, rank=8}}",0,"Question{QuestionCommittee{λ=211262216173/137438953472, rank=5}}",0,"Question{QuestionCommittee{λ=10060659669/8589934592, rank=3}}",0,"Question{QuestionCommittee{λ=103256312365/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=18331348509/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=8246242085/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=1375100171245/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=9447960698861/8796093022208, rank=5}}",0,"Question{QuestionCommittee{λ=5108794736621/4398046511104, rank=5}}",0,"Question{QuestionCommittee{λ=4639736258541/4398046511104, rank=2}}",0,"Question{QuestionCommittee{λ=2501326419949/2199023255552, rank=4}}",0,"Question{QuestionCommittee{λ=4699738640365/4398046511104, rank=2}}",0,"Question{QuestionCommittee{λ=3129439957/2147483648, rank=6}}",0,"Question{QuestionCommittee{λ=1528777078210541/1125899906842624, rank=8}}",0,"Question{QuestionCommittee{λ=17413772541/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=39528099348461/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=7908533121/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=1095885203/1073741824, rank=3}}",0,"Question{QuestionCommittee{λ=1162716545005/1099511627776, rank=5}}",0,"Question{QuestionCommittee{λ=9703416414601197/9007199254740992, rank=1}}",0,"Question{QuestionCommittee{λ=17834329505773/17592186044416, rank=4}}",0,"Question{QuestionCommittee{λ=284702428141/274877906944, rank=1}}",0,"Question{QuestionCommittee{λ=36699615330285/35184372088832, rank=3}}"
300,0,"Question{QuestionCommittee{λ=4744844357613/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=35068579405/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=73143778413/68719476736, rank=5}}",0,"Question{QuestionCommittee{λ=66227731853/34359738368, rank=6}}",0,"Question{QuestionCommittee{λ=662733984749/549755813888, rank=6}}",0,"Question{QuestionCommittee{λ=72253201901/68719476736, rank=6}}",0,"Question{QuestionCommittee{λ=3235365109/2147483648, rank=8}}",0,"Question{QuestionCommittee{λ=17599091245/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=312716571/268435456, rank=4}}",0,"Question{QuestionCommittee{λ=18895921397741/17592186044416, rank=5}}",0,"Question{QuestionCommittee{λ=36728896685/34359738368, rank=3}}",0,"Question{QuestionCommittee{λ=19755870317/17179869184, rank=4}}",0,"Question{QuestionCommittee{λ=682915567085/549755813888, rank=2}}",0,"Question{QuestionCommittee{λ=4499278102509/4398046511104, rank=4}}",0,"Question{QuestionCommittee{λ=71769680773101/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=20560941357/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=2201585610733/2199023255552, rank=4}}",0,"Question{QuestionCommittee{λ=154703835757/137438953472, rank=3}}",0,"Question{QuestionCommittee{λ=156515145089005/140737488355328, rank=4}}",0,"Question{QuestionCommittee{λ=302619580141/274877906944, rank=6}}",0,"Question{QuestionCommittee{λ=37734679/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=14693030895597/8796093022208, rank=5}}",0,"Question{QuestionCommittee{λ=13324710309/1073741824, rank=7}}",0,"Question{QuestionCommittee{λ=22989039517/17179869184, rank=3}}",0,"Question{QuestionCommittee{λ=22473249709/17179869184, rank=7}}"
301,0,"Question{QuestionCommittee{λ=36149628333/34359738368, rank=2}}",0,"Question{QuestionCommittee{λ=2970477255/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=108178340141/34359738368, rank=8}}",0,"Question{QuestionCommittee{λ=18913589981/17179869184, rank=4}}",0,"Question{QuestionCommittee{λ=25673892790253/17592186044416, rank=4}}",0,"Question{QuestionCommittee{λ=206512624749/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=587579904493/274877906944, rank=7}}",0,"Question{QuestionCommittee{λ=4436562877/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=194708915486701/140737488355328, rank=2}}",0,"Question{QuestionCommittee{λ=37791842795501/35184372088832, rank=5}}",0,"Question{QuestionCommittee{λ=9946994981/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=9279472517101/8796093022208, rank=2}}",0,"Question{QuestionCommittee{λ=22025410589/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=40187617/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=4927809421293/4398046511104, rank=3}}",0,"Question{QuestionCommittee{λ=8683362621/4294967296, rank=6}}",0,"Question{QuestionCommittee{λ=175648270829/137438953472, rank=8}}",0,"Question{QuestionCommittee{λ=674760782317/137438953472, rank=6}}",0,"Question{QuestionCommittee{λ=42134704941/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=84483519533/68719476736, rank=1}}",0,"Question{QuestionCommittee{λ=4378228469/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=90900876845/68719476736, rank=4}}",0,"Question{QuestionCommittee{λ=26649420637/2147483648, rank=7}}",0,"Question{QuestionCommittee{λ=7632093106157/4398046511104, rank=7}}",0,"Question{QuestionCommittee{λ=137597505261/137438953472, rank=6}}"
302,0,"Question{QuestionCommittee{λ=616058067949/549755813888, rank=4}}",0,"Question{QuestionCommittee{λ=2833391738861/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=36106189165/34359738368, rank=2}}",0,"Question{QuestionCommittee{λ=1126300263405/1099511627776, rank=1}}",0,"Question{QuestionCommittee{λ=17192832333/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=4450937137/4294967296, rank=7}}",0,"Question{QuestionCommittee{λ=137826475629/137438953472, rank=2}}",0,"Question{QuestionCommittee{λ=35198182509/34359738368, rank=5}}",0,"Question{QuestionCommittee{λ=2750200342509/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=20462497038317/17592186044416, rank=2}}",0,"Question{QuestionCommittee{λ=427922626029/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=39511740653/34359738368, rank=4}}",0,"Question{QuestionCommittee{λ=41602848429/34359738368, rank=7}}",0,"Question{QuestionCommittee{λ=56399460335597/35184372088832, rank=8}}",0,"Question{QuestionCommittee{λ=22011656717/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=143999315083245/140737488355328, rank=5}}",0,"Question{QuestionCommittee{λ=4403171221485/4398046511104, rank=4}}",0,"Question{QuestionCommittee{λ=43790138765/34359738368, rank=2}}",0,"Question{QuestionCommittee{λ=440286700013/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=3561972789229/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=635936525805/549755813888, rank=3}}",0,"Question{QuestionCommittee{λ=19406832829202413/18014398509481984, rank=1}}",0,"Question{QuestionCommittee{λ=325840700397/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=20623976857581/17592186044416, rank=2}}",0,"Question{QuestionCommittee{λ=322647453/268435456, rank=1}}"
303,0,"Question{QuestionCommittee{λ=551702513133/549755813888, rank=3}}",0,"Question{QuestionCommittee{λ=26744919441389/17592186044416, rank=4}}",0,"Question{QuestionCommittee{λ=5255832313/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=934907714029/549755813888, rank=7}}",0,"Question{QuestionCommittee{λ=5558920060909/1099511627776, rank=8}}",0,"Question{QuestionCommittee{λ=72061176045/68719476736, rank=3}}",0,"Question{QuestionCommittee{λ=1175159809005/549755813888, rank=7}}",0,"Question{QuestionCommittee{λ=451570839533/274877906944, rank=3}}",0,"Question{QuestionCommittee{λ=625433161/536870912, rank=4}}",0,"Question{QuestionCommittee{λ=39325937069/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=19893989981/17179869184, rank=1}}",0,"Question{QuestionCommittee{λ=18558945034221/17592186044416, rank=2}}",0,"Question{QuestionCommittee{λ=564500309997/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=75312891690989/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=9855618842605/8796093022208, rank=3}}",0,"Question{QuestionCommittee{λ=1121056813037/1099511627776, rank=4}}",0,"Question{QuestionCommittee{λ=19176188829/17179869184, rank=2}}",0,"Question{QuestionCommittee{λ=79056198696941/70368744177664, rank=1}}",0,"Question{QuestionCommittee{λ=559272121/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=2191770387/2147483648, rank=3}}",0,"Question{QuestionCommittee{λ=75469377/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=38813665658404845/36028797018963968, rank=1}}",0,"Question{QuestionCommittee{λ=651681400813/549755813888, rank=8}}",0,"Question{QuestionCommittee{λ=5159255351277/4398046511104, rank=5}}",0,"Question{QuestionCommittee{λ=275195010541/274877906944, rank=6}}"
304,0,"Question{QuestionCommittee{λ=72299256685/68719476736, rank=2}}",0,"Question{QuestionCommittee{λ=70137158829/68719476736, rank=5}}",0,"Question{QuestionCommittee{λ=216356680301/68719476736, rank=8}}",0,"Question{QuestionCommittee{λ=2252600526829/2199023255552, rank=1}}",0,"Question{QuestionCommittee{λ=20121319357/17179869184, rank=3}}",0,"Question{QuestionCommittee{λ=1423947159533/1099511627776, rank=5}}",0,"Question{QuestionCommittee{λ=6470730237/4294967296, rank=8}}",0,"Question{QuestionCommittee{λ=70396365037/68719476736, rank=5}}",0,"Question{QuestionCommittee{λ=17312833901/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=6413460500461/1099511627776, rank=7}}",0,"Question{QuestionCommittee{λ=2604879773677/2199023255552, rank=4}}",0,"Question{QuestionCommittee{λ=79023481325/68719476736, rank=4}}",0,"Question{QuestionCommittee{λ=2686364809197/2199023255552, rank=3}}",0,"Question{QuestionCommittee{λ=1166942777325/1099511627776, rank=3}}",0,"Question{QuestionCommittee{λ=44023313453/34359738368, rank=7}}",0,"Question{QuestionCommittee{λ=620724049/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=66629120685/34359738368, rank=6}}",0,"Question{QuestionCommittee{λ=1349521564653/274877906944, rank=6}}",0,"Question{QuestionCommittee{λ=3401422336950253/2251799813685248, rank=6}}",0,"Question{QuestionCommittee{λ=4383540793/4294967296, rank=3}}",0,"Question{QuestionCommittee{λ=2325433090029/2199023255552, rank=5}}",0,"Question{QuestionCommittee{λ=18754292765/17179869184, rank=6}}",0,"Question{QuestionCommittee{λ=4610353029101/4398046511104, rank=2}}",0,"Question{QuestionCommittee{λ=569404856301/549755813888, rank=1}}",0,"Question{QuestionCommittee{λ=73399230660589/70368744177664, rank=3}}"
305,0,"Question{QuestionCommittee{λ=9489688715245/4398046511104, rank=8}}",0,"Question{QuestionCommittee{λ=4868682841/4294967296, rank=3}}",0,"Question{QuestionCommittee{λ=72212378349/68719476736, rank=2}}",0,"Question{QuestionCommittee{λ=4505201053677/4398046511104, rank=1}}",0,"Question{QuestionCommittee{λ=11117840121837/2199023255552, rank=8}}",0,"Question{QuestionCommittee{λ=39713037811693/35184372088832, rank=1}}",0,"Question{QuestionCommittee{λ=275652951277/274877906944, rank=2}}",0,"Question{QuestionCommittee{λ=9807479717869/8796093022208, rank=6}}",0,"Question{QuestionCommittee{λ=37382850541/34359738368, rank=1}}",0,"Question{QuestionCommittee{λ=211887420141/137438953472, rank=4}}",0,"Question{QuestionCommittee{λ=9171415326701/4398046511104, rank=7}}",0,"Question{QuestionCommittee{λ=158046962669/137438953472, rank=4}}",0,"Question{QuestionCommittee{λ=5002652839917/4398046511104, rank=4}}",0,"Question{QuestionCommittee{λ=35983004717/34359738368, rank=6}}",0,"Question{QuestionCommittee{λ=19711237685229/17592186044416, rank=3}}",0,"Question{QuestionCommittee{λ=41121882733/34359738368, rank=7}}",0,"Question{QuestionCommittee{λ=351296541677/274877906944, rank=8}}",0,"Question{QuestionCommittee{λ=49321825101/8589934592, rank=8}}",0,"Question{QuestionCommittee{λ=86016765805/17179869184, rank=7}}",0,"Question{QuestionCommittee{λ=8767081605/8589934592, rank=3}}",0,"Question{QuestionCommittee{λ=8756456957/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=17355595/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=9220706058221/8796093022208, rank=2}}",0,"Question{QuestionCommittee{λ=1220878622701/1099511627776, rank=6}}",0,"Question{QuestionCommittee{λ=146798461321197/140737488355328, rank=3}}"
