i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
130,1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=5}}"
131,1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=5}}"
132,1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=5}}"
133,1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=5}}"
134,1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=3}}"
135,1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=3}}"
136,1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=3}}"
137,1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=3}}"
138,1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=3}}"
139,1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=9}}"
140,1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=2}}"
141,1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=5}}"
142,1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=5}}"
143,1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=5}}"
144,1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=6}}"
145,1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=10, b=6}}"
146,1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=6}}"
147,1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=7}}"
148,1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=6}}"
149,1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=6}}"
150,1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=6}}"
151,1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=7}}"
152,1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=7}}"
153,1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=7}}"
154,1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=7}}"
155,1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=7}}"
156,1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=7}}"
157,1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=7}}"
158,1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=1}}"
159,1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=2}}"
160,1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=2}}"
161,1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=2}}"
162,1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=2}}"
163,1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=10}}"
164,1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=2}}"
165,1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=9}}"
166,1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=9}}"
167,1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=5}}"
168,1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=6}}"
169,1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=4}}"
