i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
216,1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=5}}"
217,1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=8}}"
218,1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=8}}"
219,1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=8}}"
220,1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=8}}"
221,1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=8}}"
222,1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=8}}"
223,1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=7}}"
224,1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=7}}"
225,1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=7}}"
226,1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=7}}"
227,1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=7}}"
228,1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=8}}"
229,1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=8}}"
230,1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=6}}"
231,1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=2}}"
232,1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=8}}"
233,1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=4}}"
234,1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=3}}"
235,1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=3}}"
236,1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=5}}"
237,1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=9}}"
238,1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=3}}"
239,1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=5}}"
240,1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=5}}"
241,1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=9}}"
242,1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=9}}"
243,1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=10}}"
244,1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=5}}"
245,1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=5}}"
246,1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=5}}"
247,1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=5}}"
248,1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=5}}"
249,1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=5}}"
250,1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=8}}"
251,0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=4}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=6}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}"
252,0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=5}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}"
253,0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=6}}",0,"Question{QuestionCommittee{λ=21/2, rank=7}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}"
254,0,"Question{QuestionCommittee{λ=73/16, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}"
255,0,"Question{QuestionCommittee{λ=127/32, rank=8}}",0,"Question{QuestionCommittee{λ=21/2, rank=7}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=89/32, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=27/8, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=8}}"
256,0,"Question{QuestionCommittee{λ=235/64, rank=8}}",0,"Question{QuestionCommittee{λ=23/4, rank=6}}",0,"Question{QuestionCommittee{λ=89/32, rank=8}}",0,"Question{QuestionCommittee{λ=83/64, rank=8}}",0,"Question{QuestionCommittee{λ=159/64, rank=8}}",0,"Question{QuestionCommittee{λ=83/64, rank=8}}",0,"Question{QuestionCommittee{λ=83/64, rank=8}}",0,"Question{QuestionCommittee{λ=35/16, rank=8}}",0,"Question{QuestionCommittee{λ=121/64, rank=8}}",0,"Question{QuestionCommittee{λ=121/64, rank=8}}"
