i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
145,0,"Question{QuestionCommittee{λ=65006215/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=2676177/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=148875/131072, rank=2}}",0,"Question{QuestionCommittee{λ=1078881/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=197135/131072, rank=6}}",0,"Question{QuestionCommittee{λ=294491/131072, rank=6}}",0,"Question{QuestionCommittee{λ=4419/4096, rank=1}}",0,"Question{QuestionCommittee{λ=2652161/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=9988883/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=161035/131072, rank=8}}"
146,0,"Question{QuestionCommittee{λ=594075/524288, rank=8}}",0,"Question{QuestionCommittee{λ=17125/16384, rank=5}}",0,"Question{QuestionCommittee{λ=537151/524288, rank=7}}",0,"Question{QuestionCommittee{λ=3966919/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=2159681/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=153739/131072, rank=1}}",0,"Question{QuestionCommittee{λ=2175717/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=171257/131072, rank=1}}",0,"Question{QuestionCommittee{λ=16761357/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=35219/32768, rank=3}}"
147,0,"Question{QuestionCommittee{λ=503083/262144, rank=7}}",0,"Question{QuestionCommittee{λ=5352373/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=141199/131072, rank=3}}",0,"Question{QuestionCommittee{λ=2157743/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=278237/262144, rank=2}}",0,"Question{QuestionCommittee{λ=36448981/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=35603487/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=7194233/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=963321/524288, rank=4}}",0,"Question{QuestionCommittee{λ=70457/65536, rank=3}}"
148,0,"Question{QuestionCommittee{λ=1006147/524288, rank=7}}",0,"Question{QuestionCommittee{λ=31944669/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=297769/262144, rank=2}}",0,"Question{QuestionCommittee{λ=306927/262144, rank=6}}",0,"Question{QuestionCommittee{λ=1296203/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=589001/262144, rank=6}}",0,"Question{QuestionCommittee{λ=8857/8192, rank=1}}",0,"Question{QuestionCommittee{λ=5304341/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=16403/16384, rank=3}}",0,"Question{QuestionCommittee{λ=44567/32768, rank=7}}"
149,0,"Question{QuestionCommittee{λ=1188131/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=13338621/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=595519/524288, rank=2}}",0,"Question{QuestionCommittee{λ=177907/131072, rank=4}}",0,"Question{QuestionCommittee{λ=35181/32768, rank=7}}",0,"Question{QuestionCommittee{λ=72897981/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=71206993/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=81743/65536, rank=8}}",0,"Question{QuestionCommittee{λ=33522695/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=8531127/8388608, rank=2}}"
150,0,"Question{QuestionCommittee{λ=2376281/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=10704727/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=5031349/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=4315505/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=70343/65536, rank=7}}",0,"Question{QuestionCommittee{λ=25036421/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=134359/131072, rank=6}}",0,"Question{QuestionCommittee{λ=163505/131072, rank=8}}",0,"Question{QuestionCommittee{λ=19977747/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=292791/262144, rank=6}}"
151,0,"Question{QuestionCommittee{λ=2012313/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=26677223/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=1191019/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=7933857/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=2592425/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=238061/131072, rank=7}}",0,"Question{QuestionCommittee{λ=17733/16384, rank=1}}",0,"Question{QuestionCommittee{λ=14388485/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=1926623/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=89153/65536, rank=7}}"
152,0,"Question{QuestionCommittee{λ=130012411/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=21409435/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=10062679/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=21359/8192, rank=7}}",0,"Question{QuestionCommittee{λ=394289/262144, rank=6}}",0,"Question{QuestionCommittee{λ=451783/262144, rank=5}}",0,"Question{QuestionCommittee{λ=754169/524288, rank=2}}",0,"Question{QuestionCommittee{λ=342533/262144, rank=1}}",0,"Question{QuestionCommittee{λ=32825/32768, rank=3}}",0,"Question{QuestionCommittee{λ=13424881/8388608, rank=5}}"
153,0,"Question{QuestionCommittee{λ=2127457/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=34269/32768, rank=5}}",0,"Question{QuestionCommittee{λ=80945/65536, rank=4}}",0,"Question{QuestionCommittee{λ=613835/524288, rank=6}}",0,"Question{QuestionCommittee{λ=140705/131072, rank=7}}",0,"Question{QuestionCommittee{λ=34193/32768, rank=4}}",0,"Question{QuestionCommittee{λ=1508357/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=685047/524288, rank=1}}",0,"Question{QuestionCommittee{λ=67045371/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=561737/524288, rank=1}}"
154,0,"Question{QuestionCommittee{λ=4752581/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=53354465/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=20125339/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=15867695/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=5184831/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=903547/524288, rank=5}}",0,"Question{QuestionCommittee{λ=37816835/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=597039/524288, rank=3}}",0,"Question{QuestionCommittee{λ=688999/524288, rank=5}}",0,"Question{QuestionCommittee{λ=1123455/1048576, rank=1}}"
155,0,"Question{QuestionCommittee{λ=4254933/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=16631/16384, rank=4}}",0,"Question{QuestionCommittee{λ=671088621/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=8631029/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=327181/262144, rank=1}}",0,"Question{QuestionCommittee{λ=1178021/524288, rank=6}}",0,"Question{QuestionCommittee{λ=294539/262144, rank=3}}",0,"Question{QuestionCommittee{λ=326991/262144, rank=8}}",0,"Question{QuestionCommittee{λ=39955513/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=17062235/16777216, rank=2}}"
156,0,"Question{QuestionCommittee{λ=4024607/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=106708949/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=40250659/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=1227651/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=788559/524288, rank=6}}",0,"Question{QuestionCommittee{λ=68367/65536, rank=4}}",0,"Question{QuestionCommittee{λ=35447/32768, rank=1}}",0,"Question{QuestionCommittee{λ=2280825/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=16707/16384, rank=1}}",0,"Question{QuestionCommittee{λ=322051/262144, rank=8}}"
157,0,"Question{QuestionCommittee{λ=9505143/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=213417917/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=2146685/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=67453505/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=654381/524288, rank=1}}",0,"Question{QuestionCommittee{λ=8992827/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=142414005/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=45327/32768, rank=5}}",0,"Question{QuestionCommittee{λ=79911007/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=4381701/4194304, rank=4}}"
158,0,"Question{QuestionCommittee{λ=13154837/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=63889357/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=80501337/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=42699/16384, rank=7}}",0,"Question{QuestionCommittee{λ=1308743/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=476141/262144, rank=7}}",0,"Question{QuestionCommittee{λ=4351453/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=90635/65536, rank=5}}",0,"Question{QuestionCommittee{λ=1325881/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=140933/131072, rank=3}}"
159,0,"Question{QuestionCommittee{λ=8509847/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=42818889/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=161909/131072, rank=4}}",0,"Question{QuestionCommittee{λ=17262077/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=1118437025/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=307497/262144, rank=1}}",0,"Question{QuestionCommittee{λ=284827991/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=654001/524288, rank=8}}",0,"Question{QuestionCommittee{λ=3853227/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=281885/262144, rank=3}}"
160,0,"Question{QuestionCommittee{λ=16593/16384, rank=2}}",0,"Question{QuestionCommittee{λ=516573/262144, rank=8}}",0,"Question{QuestionCommittee{λ=323837/262144, rank=4}}",0,"Question{QuestionCommittee{λ=85379/32768, rank=7}}",0,"Question{QuestionCommittee{λ=556455/524288, rank=2}}",0,"Question{QuestionCommittee{λ=2356023/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=8702925/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=28776989/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=7706473/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=2246929/2097152, rank=1}}"
161,0,"Question{QuestionCommittee{λ=8629/8192, rank=3}}",0,"Question{QuestionCommittee{λ=33281/32768, rank=4}}",0,"Question{QuestionCommittee{λ=2382019/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=31735409/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=2617467/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=1807113/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=39969/32768, rank=8}}",0,"Question{QuestionCommittee{λ=1308021/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=1378017/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=4493877/4194304, rank=1}}"
162,0,"Question{QuestionCommittee{λ=1201393/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=424309/262144, rank=3}}",0,"Question{QuestionCommittee{λ=1074283/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=711115/524288, rank=5}}",0,"Question{QuestionCommittee{λ=4319343/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=952301/524288, rank=7}}",0,"Question{QuestionCommittee{λ=268699/262144, rank=6}}",0,"Question{QuestionCommittee{λ=4561669/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=134090723/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=563789/524288, rank=3}}"
163,0,"Question{QuestionCommittee{λ=19010305/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=426835853/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=38525/32768, rank=1}}",0,"Question{QuestionCommittee{λ=2455283/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=2236874069/2147483648, rank=5}}",0,"Question{QuestionCommittee{λ=136753/131072, rank=4}}",0,"Question{QuestionCommittee{λ=537417/524288, rank=6}}",0,"Question{QuestionCommittee{λ=10608701/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=159822033/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=26849743/16777216, rank=5}}"
164,0,"Question{QuestionCommittee{λ=17019713/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=85637797/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=161002693/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=1422211/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=5234953/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=50072861/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=1074815/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=3777265/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=65631/65536, rank=3}}",0,"Question{QuestionCommittee{λ=1127597/1048576, rank=3}}"
165,0,"Question{QuestionCommittee{λ=260024803/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=1033165/524288, rank=8}}",0,"Question{QuestionCommittee{λ=4293351/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=63470837/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=9769/8192, rank=3}}",0,"Question{QuestionCommittee{λ=17985673/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=589097/524288, rank=3}}",0,"Question{QuestionCommittee{λ=57553959/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=2756053/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=585601/524288, rank=6}}"
166,0,"Question{QuestionCommittee{λ=2402805/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=171275613/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=77069/65536, rank=1}}",0,"Question{QuestionCommittee{λ=126941655/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=19557/16384, rank=3}}",0,"Question{QuestionCommittee{λ=1904621/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=3016695/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=7554511/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=2651781/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=8763421/8388608, rank=4}}"
167,0,"Question{QuestionCommittee{λ=26309693/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=342551245/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=1342177261/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=253883291/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=39095/32768, rank=3}}",0,"Question{QuestionCommittee{λ=4712027/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=70913/65536, rank=1}}",0,"Question{QuestionCommittee{λ=181251/131072, rank=5}}",0,"Question{QuestionCommittee{λ=131281/131072, rank=3}}",0,"Question{QuestionCommittee{λ=53699505/33554432, rank=5}}"
168,0,"Question{QuestionCommittee{λ=34039407/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=848637/524288, rank=3}}",0,"Question{QuestionCommittee{λ=282417/262144, rank=3}}",0,"Question{QuestionCommittee{λ=651037/524288, rank=2}}",0,"Question{QuestionCommittee{λ=1112891/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=273525/262144, rank=4}}",0,"Question{QuestionCommittee{λ=569656001/536870912, rank=5}}",0,"Question{QuestionCommittee{λ=21217383/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=15412965/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=8987773/8388608, rank=1}}"
169,0,"Question{QuestionCommittee{λ=8049233/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=685102509/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=647693/524288, rank=4}}",0,"Question{QuestionCommittee{λ=134906991/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=281429/262144, rank=7}}",0,"Question{QuestionCommittee{λ=145795943/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=2149611/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=9123357/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=319644085/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=1171221/1048576, rank=6}}"
170,0,"Question{QuestionCommittee{λ=17277/16384, rank=3}}",0,"Question{QuestionCommittee{λ=68557/65536, rank=5}}",0,"Question{QuestionCommittee{λ=564853/524288, rank=3}}",0,"Question{QuestionCommittee{λ=355795/262144, rank=4}}",0,"Question{QuestionCommittee{λ=2225763/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=547069/524288, rank=4}}",0,"Question{QuestionCommittee{λ=79919/65536, rank=8}}",0,"Question{QuestionCommittee{λ=362483/262144, rank=5}}",0,"Question{QuestionCommittee{λ=30825911/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=2255213/2097152, rank=3}}"
171,0,"Question{QuestionCommittee{λ=4805629/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=66581/65536, rank=4}}",0,"Question{QuestionCommittee{λ=154157/131072, rank=1}}",0,"Question{QuestionCommittee{λ=507766563/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=10369681/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=100145741/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=141845/131072, rank=1}}",0,"Question{QuestionCommittee{λ=1194059/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=639288151/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=17526861/16777216, rank=4}}"
172,0,"Question{QuestionCommittee{λ=38020629/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=1697255/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=2684354541/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=1015533145/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=4473748157/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=614975/524288, rank=1}}",0,"Question{QuestionCommittee{λ=6033371/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=18246695/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=5303543/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=2342423/2097152, rank=6}}"
173,0,"Question{QuestionCommittee{λ=52619405/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=137095/131072, rank=5}}",0,"Question{QuestionCommittee{λ=5368709101/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=269814001/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=562839/524288, rank=7}}",0,"Question{QuestionCommittee{λ=3614245/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=4299203/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=724985/524288, rank=5}}",0,"Question{QuestionCommittee{λ=5512125/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=34124489/33554432, rank=2}}"
174,0,"Question{QuestionCommittee{λ=68078795/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=133143/131072, rank=4}}",0,"Question{QuestionCommittee{λ=8586721/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=711609/524288, rank=4}}",0,"Question{QuestionCommittee{λ=1577137/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=1094157/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=17405869/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=2388137/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=262581/262144, rank=3}}",0,"Question{QuestionCommittee{λ=4510445/4194304, rank=3}}"
175,0,"Question{QuestionCommittee{λ=16098485/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=266305/262144, rank=4}}",0,"Question{QuestionCommittee{λ=1129725/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=4910547/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=20739381/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=2188333/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=283671/262144, rank=1}}",0,"Question{QuestionCommittee{λ=4776293/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=268181465/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=644121/524288, rank=8}}"
176,0,"Question{QuestionCommittee{λ=76041277/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=532591/524288, rank=4}}",0,"Question{QuestionCommittee{λ=4764019/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=9821075/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=10469887/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=200291501/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=12066723/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=1370113/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=1095145/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=68248959/67108864, rank=2}}"
177,0,"Question{QuestionCommittee{λ=33205/32768, rank=2}}",0,"Question{QuestionCommittee{λ=1065163/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=308295/262144, rank=1}}",0,"Question{QuestionCommittee{λ=1302093/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=8947496333/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=291591867/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=159857/131072, rank=8}}",0,"Question{QuestionCommittee{λ=42434747/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=2190271/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=178325/131072, rank=7}}"
178,0,"Question{QuestionCommittee{λ=9611239/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=2130345/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=322005367/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=539627983/536870912, rank=3}}",0,"Question{QuestionCommittee{λ=3154255/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=35971327/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=34811719/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=15109003/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=33433/32768, rank=1}}",0,"Question{QuestionCommittee{λ=107398991/67108864, rank=5}}"
179,0,"Question{QuestionCommittee{λ=105238829/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=1251971/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=2148585/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=19642169/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=20939793/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=7228471/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=75633689/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=2740207/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=1278576283/1073741824, rank=7}}",0,"Question{QuestionCommittee{λ=214798001/134217728, rank=5}}"
180,0,"Question{QuestionCommittee{λ=66391/65536, rank=2}}",0,"Question{QuestionCommittee{λ=853671687/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=9528057/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=170777/65536, rank=7}}",0,"Question{QuestionCommittee{λ=8638667/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=400582983/268435456, rank=3}}",0,"Question{QuestionCommittee{λ=24133427/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=36493371/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=10607067/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=4684827/4194304, rank=6}}"
181,0,"Question{QuestionCommittee{λ=32196951/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=274171/262144, rank=5}}",0,"Question{QuestionCommittee{λ=17173423/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=34524173/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=41478781/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=583183753/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=69623457/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=30218025/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=66885/65536, rank=1}}",0,"Question{QuestionCommittee{λ=17975527/16777216, rank=1}}"
182,0,"Question{QuestionCommittee{λ=152082535/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=4260709/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=4297189/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=1423237/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=17894992685/17179869184, rank=5}}",0,"Question{QuestionCommittee{λ=14456923/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=1178175/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=72986761/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=133751/131072, rank=1}}",0,"Question{QuestionCommittee{λ=356631/262144, rank=7}}"
183,0,"Question{QuestionCommittee{λ=64393921/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=2066311/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=616609/524288, rank=1}}",0,"Question{QuestionCommittee{λ=2604167/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=1125697/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=71942673/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=319695/262144, rank=8}}",0,"Question{QuestionCommittee{λ=84869475/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=267483/262144, rank=1}}",0,"Question{QuestionCommittee{λ=429596021/268435456, rank=5}}"
184,0,"Question{QuestionCommittee{λ=128787861/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=8521399/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=34346865/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=69048327/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=82957543/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=4376685/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=639371/524288, rank=8}}",0,"Question{QuestionCommittee{λ=2616061/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=525143/524288, rank=3}}",0,"Question{QuestionCommittee{λ=713243/524288, rank=7}}"
185,0,"Question{QuestionCommittee{λ=19222459/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=4132603/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=19056095/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=2031066309/536870912, rank=8}}",0,"Question{QuestionCommittee{λ=2251413/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=3809261/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=139246895/134217728, rank=7}}",0,"Question{QuestionCommittee{λ=169738969/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=1050305/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=859192061/536870912, rank=5}}"
186,0,"Question{QuestionCommittee{λ=136157571/134217728, rank=4}}",0,"Question{QuestionCommittee{λ=8265187/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=1295367/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=341535/131072, rank=7}}",0,"Question{QuestionCommittee{λ=4502807/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=1229969/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=278493771/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=339477919/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=536362949/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=1718384141/1073741824, rank=5}}"
