i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
100,0,"Question{QuestionCommittee{λ=1832041/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=2773/512, rank=8}}",0,"Question{QuestionCommittee{λ=20355/16384, rank=1}}",0,"Question{QuestionCommittee{λ=569/512, rank=4}}",0,"Question{QuestionCommittee{λ=121/64, rank=7}}",0,"Question{QuestionCommittee{λ=73839/65536, rank=8}}",0,"Question{QuestionCommittee{λ=155715/131072, rank=2}}",0,"Question{QuestionCommittee{λ=73763/65536, rank=5}}",0,"Question{QuestionCommittee{λ=695763/524288, rank=7}}",0,"Question{QuestionCommittee{λ=427/256, rank=8}}"
101,0,"Question{QuestionCommittee{λ=36055/32768, rank=4}}",0,"Question{QuestionCommittee{λ=12239/8192, rank=5}}",0,"Question{QuestionCommittee{λ=275/256, rank=2}}",0,"Question{QuestionCommittee{λ=20621/16384, rank=2}}",0,"Question{QuestionCommittee{λ=223165/131072, rank=6}}",0,"Question{QuestionCommittee{λ=3873481/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=311411/262144, rank=2}}",0,"Question{QuestionCommittee{λ=4305/4096, rank=7}}",0,"Question{QuestionCommittee{λ=1391545/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=38183/32768, rank=3}}"
102,0,"Question{QuestionCommittee{λ=36739/32768, rank=8}}",0,"Question{QuestionCommittee{λ=18319/8192, rank=3}}",0,"Question{QuestionCommittee{λ=40691/32768, rank=1}}",0,"Question{QuestionCommittee{λ=180757/131072, rank=5}}",0,"Question{QuestionCommittee{λ=9807/8192, rank=4}}",0,"Question{QuestionCommittee{λ=147/128, rank=4}}",0,"Question{QuestionCommittee{λ=9161/8192, rank=5}}",0,"Question{QuestionCommittee{λ=271473/262144, rank=4}}",0,"Question{QuestionCommittee{λ=39361/32768, rank=3}}",0,"Question{QuestionCommittee{λ=76385/65536, rank=3}}"
103,0,"Question{QuestionCommittee{λ=2257/2048, rank=3}}",0,"Question{QuestionCommittee{λ=36619/16384, rank=3}}",0,"Question{QuestionCommittee{λ=639371/524288, rank=7}}",0,"Question{QuestionCommittee{λ=41261/32768, rank=2}}",0,"Question{QuestionCommittee{λ=19595/16384, rank=4}}",0,"Question{QuestionCommittee{λ=4381/4096, rank=1}}",0,"Question{QuestionCommittee{λ=351/256, rank=8}}",0,"Question{QuestionCommittee{λ=6509/4096, rank=8}}",0,"Question{QuestionCommittee{λ=706403/524288, rank=6}}",0,"Question{QuestionCommittee{λ=835/512, rank=8}}"
104,0,"Question{QuestionCommittee{λ=73459/65536, rank=8}}",0,"Question{QuestionCommittee{λ=24497/16384, rank=5}}",0,"Question{QuestionCommittee{λ=1278723/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=2067/2048, rank=1}}",0,"Question{QuestionCommittee{λ=88317/65536, rank=2}}",0,"Question{QuestionCommittee{λ=275/256, rank=2}}",0,"Question{QuestionCommittee{λ=80299/65536, rank=6}}",0,"Question{QuestionCommittee{λ=4343/4096, rank=2}}",0,"Question{QuestionCommittee{λ=2783109/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=152751/131072, rank=3}}"
105,0,"Question{QuestionCommittee{λ=4533/4096, rank=3}}",0,"Question{QuestionCommittee{λ=73257/32768, rank=3}}",0,"Question{QuestionCommittee{λ=5597/4096, rank=4}}",0,"Question{QuestionCommittee{λ=8333/4096, rank=8}}",0,"Question{QuestionCommittee{λ=446311/262144, rank=6}}",0,"Question{QuestionCommittee{λ=147697/131072, rank=8}}",0,"Question{QuestionCommittee{λ=683/512, rank=8}}",0,"Question{QuestionCommittee{λ=8705/8192, rank=2}}",0,"Question{QuestionCommittee{λ=39019/32768, rank=2}}",0,"Question{QuestionCommittee{λ=548589/524288, rank=6}}"
106,0,"Question{QuestionCommittee{λ=531/512, rank=7}}",0,"Question{QuestionCommittee{λ=5565/1024, rank=8}}",0,"Question{QuestionCommittee{λ=81363/65536, rank=1}}",0,"Question{QuestionCommittee{λ=4115/4096, rank=1}}",0,"Question{QuestionCommittee{λ=892641/524288, rank=6}}",0,"Question{QuestionCommittee{λ=569/512, rank=2}}",0,"Question{QuestionCommittee{λ=8363/8192, rank=1}}",0,"Question{QuestionCommittee{λ=8629/8192, rank=3}}",0,"Question{QuestionCommittee{λ=10081/4096, rank=8}}",0,"Question{QuestionCommittee{λ=1651/1024, rank=8}}"
107,0,"Question{QuestionCommittee{λ=9085/8192, rank=3}}",0,"Question{QuestionCommittee{λ=49013/32768, rank=5}}",0,"Question{QuestionCommittee{λ=11213/8192, rank=4}}",0,"Question{QuestionCommittee{λ=361533/262144, rank=5}}",0,"Question{QuestionCommittee{λ=9655/8192, rank=3}}",0,"Question{QuestionCommittee{λ=7746981/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=160617/131072, rank=6}}",0,"Question{QuestionCommittee{λ=147507/131072, rank=5}}",0,"Question{QuestionCommittee{λ=6623/4096, rank=1}}",0,"Question{QuestionCommittee{λ=4267/4096, rank=2}}"
108,0,"Question{QuestionCommittee{λ=72129/65536, rank=4}}",0,"Question{QuestionCommittee{λ=1141581/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=22407/16384, rank=4}}",0,"Question{QuestionCommittee{λ=16647/8192, rank=8}}",0,"Question{QuestionCommittee{λ=4153/4096, rank=5}}",0,"Question{QuestionCommittee{λ=15493981/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=622803/524288, rank=2}}",0,"Question{QuestionCommittee{λ=32901/32768, rank=1}}",0,"Question{QuestionCommittee{λ=78019/65536, rank=2}}",0,"Question{QuestionCommittee{λ=1097159/1048576, rank=6}}"
109,0,"Question{QuestionCommittee{λ=18189/16384, rank=3}}",0,"Question{QuestionCommittee{λ=98045/65536, rank=5}}",0,"Question{QuestionCommittee{λ=531/512, rank=2}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=4}}",0,"Question{QuestionCommittee{λ=225117/65536, rank=8}}",0,"Question{QuestionCommittee{λ=18265/16384, rank=3}}",0,"Question{QuestionCommittee{λ=19785/16384, rank=7}}",0,"Question{QuestionCommittee{λ=531/512, rank=6}}",0,"Question{QuestionCommittee{λ=78703/65536, rank=3}}",0,"Question{QuestionCommittee{λ=95271/65536, rank=5}}"
110,0,"Question{QuestionCommittee{λ=36359/32768, rank=3}}",0,"Question{QuestionCommittee{λ=26473/16384, rank=7}}",0,"Question{QuestionCommittee{λ=162745/131072, rank=1}}",0,"Question{QuestionCommittee{λ=82503/65536, rank=2}}",0,"Question{QuestionCommittee{λ=261/128, rank=7}}",0,"Question{QuestionCommittee{λ=30987943/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=6813/4096, rank=3}}",0,"Question{QuestionCommittee{λ=1043/1024, rank=6}}",0,"Question{QuestionCommittee{λ=13227/8192, rank=1}}",0,"Question{QuestionCommittee{λ=2194337/2097152, rank=6}}"
111,0,"Question{QuestionCommittee{λ=3664063/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=1081/1024, rank=2}}",0,"Question{QuestionCommittee{λ=1043/1024, rank=2}}",0,"Question{QuestionCommittee{λ=313/256, rank=3}}",0,"Question{QuestionCommittee{λ=19291/16384, rank=3}}",0,"Question{QuestionCommittee{λ=138729/131072, rank=5}}",0,"Question{QuestionCommittee{λ=39551/32768, rank=7}}",0,"Question{QuestionCommittee{λ=542927/524288, rank=4}}",0,"Question{QuestionCommittee{λ=185/128, rank=4}}",0,"Question{QuestionCommittee{λ=305521/262144, rank=3}}"
112,0,"Question{QuestionCommittee{λ=531/512, rank=5}}",0,"Question{QuestionCommittee{λ=146495/65536, rank=3}}",0,"Question{QuestionCommittee{λ=2067/2048, rank=6}}",0,"Question{QuestionCommittee{λ=165025/131072, rank=2}}",0,"Question{QuestionCommittee{λ=503/256, rank=7}}",0,"Question{QuestionCommittee{λ=36549/32768, rank=3}}",0,"Question{QuestionCommittee{λ=321215/262144, rank=6}}",0,"Question{QuestionCommittee{λ=295033/262144, rank=5}}",0,"Question{QuestionCommittee{λ=157387/131072, rank=3}}",0,"Question{QuestionCommittee{λ=40235/32768, rank=1}}"
113,0,"Question{QuestionCommittee{λ=2865/2048, rank=6}}",0,"Question{QuestionCommittee{λ=11111/2048, rank=8}}",0,"Question{QuestionCommittee{λ=325509/262144, rank=1}}",0,"Question{QuestionCommittee{λ=645/512, rank=3}}",0,"Question{QuestionCommittee{λ=1785263/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=295375/262144, rank=8}}",0,"Question{QuestionCommittee{λ=642449/524288, rank=6}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=6}}",0,"Question{QuestionCommittee{λ=275/256, rank=5}}",0,"Question{QuestionCommittee{λ=8515/8192, rank=2}}"
114,0,"Question{QuestionCommittee{λ=72699/65536, rank=3}}",0,"Question{QuestionCommittee{λ=12733/8192, rank=6}}",0,"Question{QuestionCommittee{λ=8409/4096, rank=8}}",0,"Question{QuestionCommittee{λ=8249/8192, rank=1}}",0,"Question{QuestionCommittee{λ=18113/16384, rank=1}}",0,"Question{QuestionCommittee{λ=277477/262144, rank=5}}",0,"Question{QuestionCommittee{λ=1347/1024, rank=8}}",0,"Question{QuestionCommittee{λ=17277/16384, rank=3}}",0,"Question{QuestionCommittee{λ=156019/131072, rank=2}}",0,"Question{QuestionCommittee{λ=190561/131072, rank=5}}"
115,0,"Question{QuestionCommittee{λ=1043/1024, rank=5}}",0,"Question{QuestionCommittee{λ=2283143/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=510417/262144, rank=5}}",0,"Question{QuestionCommittee{λ=33313/16384, rank=8}}",0,"Question{QuestionCommittee{λ=450215/131072, rank=8}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=2}}",0,"Question{QuestionCommittee{λ=13607/8192, rank=3}}",0,"Question{QuestionCommittee{λ=4191/4096, rank=6}}",0,"Question{QuestionCommittee{λ=20143/8192, rank=8}}",0,"Question{QuestionCommittee{λ=4388655/4194304, rank=6}}"
116,0,"Question{QuestionCommittee{λ=145417/131072, rank=3}}",0,"Question{QuestionCommittee{λ=196109/131072, rank=5}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=2}}",0,"Question{QuestionCommittee{λ=16517/16384, rank=1}}",0,"Question{QuestionCommittee{λ=3570507/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=8781/8192, rank=1}}",0,"Question{QuestionCommittee{λ=79083/65536, rank=7}}",0,"Question{QuestionCommittee{λ=65783/65536, rank=1}}",0,"Question{QuestionCommittee{λ=1412825/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=80451/65536, rank=1}}"
117,0,"Question{QuestionCommittee{λ=144277/131072, rank=4}}",0,"Question{QuestionCommittee{λ=33281/32768, rank=4}}",0,"Question{QuestionCommittee{λ=44833/32768, rank=4}}",0,"Question{QuestionCommittee{λ=723047/524288, rank=5}}",0,"Question{QuestionCommittee{λ=36207/32768, rank=1}}",0,"Question{QuestionCommittee{λ=61975905/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=1284879/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=8363/8192, rank=6}}",0,"Question{QuestionCommittee{λ=531/512, rank=5}}",0,"Question{QuestionCommittee{λ=1081/1024, rank=4}}"
118,0,"Question{QuestionCommittee{λ=5711/4096, rank=6}}",0,"Question{QuestionCommittee{λ=392199/262144, rank=5}}",0,"Question{QuestionCommittee{λ=1020853/524288, rank=5}}",0,"Question{QuestionCommittee{λ=1271/1024, rank=3}}",0,"Question{QuestionCommittee{λ=7140995/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=554973/524288, rank=5}}",0,"Question{QuestionCommittee{λ=27195/16384, rank=3}}",0,"Question{QuestionCommittee{λ=34535/32768, rank=3}}",0,"Question{QuestionCommittee{λ=389/256, rank=4}}",0,"Question{QuestionCommittee{λ=17011/16384, rank=2}}"
119,0,"Question{QuestionCommittee{λ=290853/262144, rank=3}}",0,"Question{QuestionCommittee{λ=25485/16384, rank=6}}",0,"Question{QuestionCommittee{λ=4229/4096, rank=2}}",0,"Question{QuestionCommittee{λ=1151421/524288, rank=7}}",0,"Question{QuestionCommittee{λ=900411/262144, rank=8}}",0,"Question{QuestionCommittee{λ=123951791/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=54409/32768, rank=3}}",0,"Question{QuestionCommittee{λ=8591/8192, rank=7}}",0,"Question{QuestionCommittee{λ=5566237/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=34003/32768, rank=2}}"
120,0,"Question{QuestionCommittee{λ=1081/1024, rank=7}}",0,"Question{QuestionCommittee{λ=50951/32768, rank=6}}",0,"Question{QuestionCommittee{λ=16837/8192, rank=8}}",0,"Question{QuestionCommittee{λ=66645/32768, rank=8}}",0,"Question{QuestionCommittee{λ=14281971/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=73117/65536, rank=3}}",0,"Question{QuestionCommittee{λ=158185/131072, rank=7}}",0,"Question{QuestionCommittee{λ=17163/16384, rank=7}}",0,"Question{QuestionCommittee{λ=26435/16384, rank=1}}",0,"Question{QuestionCommittee{λ=160921/131072, rank=1}}"
121,0,"Question{QuestionCommittee{λ=7328107/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=52965/32768, rank=7}}",0,"Question{QuestionCommittee{λ=2557465/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=330031/262144, rank=2}}",0,"Question{QuestionCommittee{λ=1800803/524288, rank=8}}",0,"Question{QuestionCommittee{λ=590731/524288, rank=8}}",0,"Question{QuestionCommittee{λ=316389/262144, rank=7}}",0,"Question{QuestionCommittee{λ=590085/524288, rank=5}}",0,"Question{QuestionCommittee{λ=40305/16384, rank=8}}",0,"Question{QuestionCommittee{λ=611061/524288, rank=3}}"
122,0,"Question{QuestionCommittee{λ=11403/8192, rank=6}}",0,"Question{QuestionCommittee{λ=22241/4096, rank=8}}",0,"Question{QuestionCommittee{λ=5114911/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=197439/131072, rank=6}}",0,"Question{QuestionCommittee{λ=3601625/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=146215/131072, rank=3}}",0,"Question{QuestionCommittee{λ=1245625/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=69051/65536, rank=3}}",0,"Question{QuestionCommittee{λ=312019/262144, rank=2}}",0,"Question{QuestionCommittee{λ=67987/65536, rank=2}}"
123,0,"Question{QuestionCommittee{λ=22825/16384, rank=6}}",0,"Question{QuestionCommittee{λ=292971/131072, rank=3}}",0,"Question{QuestionCommittee{λ=8439/8192, rank=2}}",0,"Question{QuestionCommittee{λ=2561/2048, rank=3}}",0,"Question{QuestionCommittee{λ=39209/32768, rank=4}}",0,"Question{QuestionCommittee{λ=1181443/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=18569/16384, rank=4}}",0,"Question{QuestionCommittee{λ=1085835/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=314793/262144, rank=3}}",0,"Question{QuestionCommittee{λ=8777291/8388608, rank=6}}"
124,0,"Question{QuestionCommittee{λ=2067/2048, rank=5}}",0,"Question{QuestionCommittee{λ=101921/65536, rank=6}}",0,"Question{QuestionCommittee{λ=4115/4096, rank=6}}",0,"Question{QuestionCommittee{λ=394897/262144, rank=6}}",0,"Question{QuestionCommittee{λ=176653/131072, rank=2}}",0,"Question{QuestionCommittee{λ=313/256, rank=4}}",0,"Question{QuestionCommittee{λ=108837/65536, rank=3}}",0,"Question{QuestionCommittee{λ=17429/16384, rank=2}}",0,"Question{QuestionCommittee{λ=1081/1024, rank=5}}",0,"Question{QuestionCommittee{λ=321861/262144, rank=1}}"
125,0,"Question{QuestionCommittee{λ=45669/32768, rank=6}}",0,"Question{QuestionCommittee{λ=44463/8192, rank=8}}",0,"Question{QuestionCommittee{λ=8249/8192, rank=6}}",0,"Question{QuestionCommittee{λ=2333/2048, rank=4}}",0,"Question{QuestionCommittee{λ=78437/65536, rank=4}}",0,"Question{QuestionCommittee{λ=13957/4096, rank=7}}",0,"Question{QuestionCommittee{λ=16745/16384, rank=1}}",0,"Question{QuestionCommittee{λ=34307/32768, rank=7}}",0,"Question{QuestionCommittee{λ=2825669/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=9739/4096, rank=7}}"
126,0,"Question{QuestionCommittee{λ=146899/131072, rank=8}}",0,"Question{QuestionCommittee{λ=4566305/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=16859/16384, rank=2}}",0,"Question{QuestionCommittee{λ=5103/4096, rank=3}}",0,"Question{QuestionCommittee{λ=156893/131072, rank=4}}",0,"Question{QuestionCommittee{λ=247903563/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=217655/131072, rank=3}}",0,"Question{QuestionCommittee{λ=16707/16384, rank=6}}",0,"Question{QuestionCommittee{λ=2143/2048, rank=5}}",0,"Question{QuestionCommittee{λ=381141/262144, rank=5}}"
127,0,"Question{QuestionCommittee{λ=14656233/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=203861/131072, rank=6}}",0,"Question{QuestionCommittee{λ=8439/8192, rank=3}}",0,"Question{QuestionCommittee{λ=660081/524288, rank=2}}",0,"Question{QuestionCommittee{λ=7203231/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=2333/2048, rank=2}}",0,"Question{QuestionCommittee{λ=2675/2048, rank=8}}",0,"Question{QuestionCommittee{λ=12999/8192, rank=8}}",0,"Question{QuestionCommittee{λ=4305/4096, rank=5}}",0,"Question{QuestionCommittee{λ=19459/8192, rank=7}}"
128,0,"Question{QuestionCommittee{λ=91357/65536, rank=6}}",0,"Question{QuestionCommittee{λ=88907/16384, rank=8}}",0,"Question{QuestionCommittee{λ=651037/524288, rank=1}}",0,"Question{QuestionCommittee{λ=1320143/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=38601/32768, rank=3}}",0,"Question{QuestionCommittee{λ=607/512, rank=4}}",0,"Question{QuestionCommittee{λ=37119/32768, rank=4}}",0,"Question{QuestionCommittee{λ=34839/32768, rank=2}}",0,"Question{QuestionCommittee{λ=80629/32768, rank=8}}",0,"Question{QuestionCommittee{λ=38899/16384, rank=7}}"
129,0,"Question{QuestionCommittee{λ=4153/4096, rank=5}}",0,"Question{QuestionCommittee{λ=784417/524288, rank=5}}",0,"Question{QuestionCommittee{λ=16479/16384, rank=6}}",0,"Question{QuestionCommittee{λ=789775/524288, rank=6}}",0,"Question{QuestionCommittee{λ=28563923/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=292411/262144, rank=3}}",0,"Question{QuestionCommittee{λ=2569777/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=26017/16384, rank=8}}",0,"Question{QuestionCommittee{λ=52889/32768, rank=1}}",0,"Question{QuestionCommittee{λ=643703/524288, rank=1}}"
130,0,"Question{QuestionCommittee{λ=135233/131072, rank=1}}",0,"Question{QuestionCommittee{λ=407741/262144, rank=6}}",0,"Question{QuestionCommittee{λ=32939/32768, rank=6}}",0,"Question{QuestionCommittee{λ=4685/4096, rank=4}}",0,"Question{QuestionCommittee{λ=57127827/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=4647/4096, rank=2}}",0,"Question{QuestionCommittee{λ=74257/65536, rank=4}}",0,"Question{QuestionCommittee{λ=69659/65536, rank=2}}",0,"Question{QuestionCommittee{λ=161277/65536, rank=8}}",0,"Question{QuestionCommittee{λ=762263/524288, rank=5}}"
131,0,"Question{QuestionCommittee{λ=270485/262144, rank=1}}",0,"Question{QuestionCommittee{λ=2181/2048, rank=2}}",0,"Question{QuestionCommittee{λ=10229803/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=10187/8192, rank=3}}",0,"Question{QuestionCommittee{λ=14406443/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=17581/16384, rank=1}}",0,"Question{QuestionCommittee{λ=5139535/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=138083/131072, rank=3}}",0,"Question{QuestionCommittee{λ=759/512, rank=4}}",0,"Question{QuestionCommittee{λ=3321/2048, rank=8}}"
132,0,"Question{QuestionCommittee{λ=182695/131072, rank=6}}",0,"Question{QuestionCommittee{λ=177795/32768, rank=8}}",0,"Question{QuestionCommittee{λ=65897/65536, rank=6}}",0,"Question{QuestionCommittee{λ=33015/32768, rank=1}}",0,"Question{QuestionCommittee{λ=8287/8192, rank=5}}",0,"Question{QuestionCommittee{λ=35181/32768, rank=1}}",0,"Question{QuestionCommittee{λ=435291/262144, rank=3}}",0,"Question{QuestionCommittee{λ=68633/65536, rank=7}}",0,"Question{QuestionCommittee{λ=1499/1024, rank=4}}",0,"Question{QuestionCommittee{λ=2143/2048, rank=4}}"
133,0,"Question{QuestionCommittee{λ=540989/524288, rank=1}}",0,"Question{QuestionCommittee{λ=1568815/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=1302055/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=2302861/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=28812867/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=1109965/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=870563/524288, rank=3}}",0,"Question{QuestionCommittee{λ=2171689/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=11132455/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=1287387/1048576, rank=1}}"
134,0,"Question{QuestionCommittee{λ=581725/524288, rank=3}}",0,"Question{QuestionCommittee{λ=4343/4096, rank=2}}",0,"Question{QuestionCommittee{λ=2604091/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=1446113/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=77221/65536, rank=3}}",0,"Question{QuestionCommittee{λ=584803/524288, rank=3}}",0,"Question{QuestionCommittee{λ=18341/16384, rank=5}}",0,"Question{QuestionCommittee{λ=276147/262144, rank=3}}",0,"Question{QuestionCommittee{λ=5651319/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=2574755/2097152, rank=1}}"
135,0,"Question{QuestionCommittee{λ=1163431/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=355609/65536, rank=8}}",0,"Question{QuestionCommittee{λ=33655/16384, rank=8}}",0,"Question{QuestionCommittee{λ=9389/8192, rank=4}}",0,"Question{QuestionCommittee{λ=114255635/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=27895/8192, rank=7}}",0,"Question{QuestionCommittee{λ=10279051/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=139337/131072, rank=2}}",0,"Question{QuestionCommittee{λ=8629/8192, rank=5}}",0,"Question{QuestionCommittee{λ=77779/32768, rank=7}}"
136,0,"Question{QuestionCommittee{λ=288573/262144, rank=4}}",0,"Question{QuestionCommittee{λ=9132629/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=2041725/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=20355/16384, rank=3}}",0,"Question{QuestionCommittee{λ=72395/65536, rank=1}}",0,"Question{QuestionCommittee{λ=55771/16384, rank=7}}",0,"Question{QuestionCommittee{λ=148495/131072, rank=4}}",0,"Question{QuestionCommittee{λ=1180189/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=11302619/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=1524507/1048576, rank=5}}"
137,0,"Question{QuestionCommittee{λ=8325/8192, rank=5}}",0,"Question{QuestionCommittee{λ=66581/65536, rank=4}}",0,"Question{QuestionCommittee{λ=131775/131072, rank=6}}",0,"Question{QuestionCommittee{λ=2640305/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=154423/131072, rank=3}}",0,"Question{QuestionCommittee{λ=70381/65536, rank=1}}",0,"Question{QuestionCommittee{λ=5331/4096, rank=8}}",0,"Question{QuestionCommittee{λ=131547/131072, rank=1}}",0,"Question{QuestionCommittee{λ=2979/2048, rank=4}}",0,"Question{QuestionCommittee{λ=17554601/16777216, rank=6}}"
138,0,"Question{QuestionCommittee{λ=577165/524288, rank=4}}",0,"Question{QuestionCommittee{λ=585923/262144, rank=3}}",0,"Question{QuestionCommittee{λ=89647/65536, rank=4}}",0,"Question{QuestionCommittee{λ=66049/65536, rank=1}}",0,"Question{QuestionCommittee{λ=1025/512, rank=7}}",0,"Question{QuestionCommittee{λ=1169625/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=1741145/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=137285/131072, rank=7}}",0,"Question{QuestionCommittee{λ=624057/524288, rank=2}}",0,"Question{QuestionCommittee{λ=5149529/4194304, rank=1}}"
139,0,"Question{QuestionCommittee{λ=16669/16384, rank=5}}",0,"Question{QuestionCommittee{λ=3137611/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=5208201/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=5280629/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=228511251/134217728, rank=6}}",0,"Question{QuestionCommittee{λ=140743/131072, rank=1}}",0,"Question{QuestionCommittee{λ=10643/8192, rank=8}}",0,"Question{QuestionCommittee{λ=52015/32768, rank=8}}",0,"Question{QuestionCommittee{λ=22264929/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=4267/4096, rank=4}}"
140,0,"Question{QuestionCommittee{λ=2181/2048, rank=7}}",0,"Question{QuestionCommittee{λ=18265239/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=10416383/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=2892245/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=457022521/268435456, rank=6}}",0,"Question{QuestionCommittee{λ=9275/8192, rank=2}}",0,"Question{QuestionCommittee{λ=3482309/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=552313/524288, rank=3}}",0,"Question{QuestionCommittee{λ=629605/524288, rank=3}}",0,"Question{QuestionCommittee{λ=6661/4096, rank=8}}"
141,0,"Question{QuestionCommittee{λ=4381/4096, rank=7}}",0,"Question{QuestionCommittee{λ=815463/524288, rank=6}}",0,"Question{QuestionCommittee{λ=20459587/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=132117/131072, rank=1}}",0,"Question{QuestionCommittee{λ=308865/262144, rank=3}}",0,"Question{QuestionCommittee{λ=2362905/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=33471/32768, rank=1}}",0,"Question{QuestionCommittee{λ=263075/262144, rank=1}}",0,"Question{QuestionCommittee{λ=105797/65536, rank=1}}",0,"Question{QuestionCommittee{λ=155577/65536, rank=7}}"
142,0,"Question{QuestionCommittee{λ=8781/8192, rank=7}}",0,"Question{QuestionCommittee{λ=6275241/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=40919193/33554432, rank=7}}",0,"Question{QuestionCommittee{λ=133309/65536, rank=8}}",0,"Question{QuestionCommittee{λ=144809/131072, rank=1}}",0,"Question{QuestionCommittee{λ=2219911/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=6964637/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=104011/65536, rank=8}}",0,"Question{QuestionCommittee{λ=17239/16384, rank=5}}",0,"Question{QuestionCommittee{λ=135955/131072, rank=2}}"
