i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
138,0,"Question{QuestionCommittee{λ=34763/32768, rank=7}}",0,"Question{QuestionCommittee{λ=2504493/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=1139871/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=4321615/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=419901/262144, rank=6}}",0,"Question{QuestionCommittee{λ=969401/524288, rank=8}}",0,"Question{QuestionCommittee{λ=18337477/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=727017/262144, rank=8}}",0,"Question{QuestionCommittee{λ=21229/16384, rank=7}}",0,"Question{QuestionCommittee{λ=147129/32768, rank=8}}"
139,0,"Question{QuestionCommittee{λ=45301125/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=12733/8192, rank=7}}",0,"Question{QuestionCommittee{λ=270257/262144, rank=6}}",0,"Question{QuestionCommittee{λ=24751763/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=17391/16384, rank=3}}",0,"Question{QuestionCommittee{λ=10567/8192, rank=3}}",0,"Question{QuestionCommittee{λ=2753/1024, rank=6}}",0,"Question{QuestionCommittee{λ=70837/65536, rank=7}}",0,"Question{QuestionCommittee{λ=42439/32768, rank=7}}",0,"Question{QuestionCommittee{λ=135841/131072, rank=5}}"
140,0,"Question{QuestionCommittee{λ=7033371/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=89191/65536, rank=3}}",0,"Question{QuestionCommittee{λ=45441/32768, rank=4}}",0,"Question{QuestionCommittee{λ=4534955/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=34801/32768, rank=3}}",0,"Question{QuestionCommittee{λ=34327295/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=33851/32768, rank=1}}",0,"Question{QuestionCommittee{λ=135951611/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=141769/131072, rank=5}}",0,"Question{QuestionCommittee{λ=144239/131072, rank=7}}"
141,0,"Question{QuestionCommittee{λ=137893/131072, rank=1}}",0,"Question{QuestionCommittee{λ=1089445/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=540495/524288, rank=6}}",0,"Question{QuestionCommittee{λ=49503507/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=839821/524288, rank=6}}",0,"Question{QuestionCommittee{λ=86341/65536, rank=7}}",0,"Question{QuestionCommittee{λ=1137021/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=271903203/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=9788167/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=288497/262144, rank=7}}"
142,0,"Question{QuestionCommittee{λ=14066723/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=25447/16384, rank=7}}",0,"Question{QuestionCommittee{λ=35067/32768, rank=1}}",0,"Question{QuestionCommittee{λ=8643249/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=2243471/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=1938783/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=152447/131072, rank=2}}",0,"Question{QuestionCommittee{λ=543806425/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=84897/65536, rank=7}}",0,"Question{QuestionCommittee{λ=271701/262144, rank=5}}"
143,0,"Question{QuestionCommittee{λ=90602231/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=149521/131072, rank=8}}",0,"Question{QuestionCommittee{λ=18656107/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=4229/4096, rank=5}}",0,"Question{QuestionCommittee{λ=69583/65536, rank=3}}",0,"Question{QuestionCommittee{λ=172701/131072, rank=7}}",0,"Question{QuestionCommittee{λ=304875/262144, rank=2}}",0,"Question{QuestionCommittee{λ=377037/262144, rank=3}}",0,"Question{QuestionCommittee{λ=283557/262144, rank=5}}",0,"Question{QuestionCommittee{λ=35865/32768, rank=6}}"
144,0,"Question{QuestionCommittee{λ=1066531/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=50913/32768, rank=7}}",0,"Question{QuestionCommittee{λ=615781/131072, rank=8}}",0,"Question{QuestionCommittee{λ=277857/262144, rank=1}}",0,"Question{QuestionCommittee{λ=662931/524288, rank=8}}",0,"Question{QuestionCommittee{λ=20624241/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=5009157/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=1454015/524288, rank=8}}",0,"Question{QuestionCommittee{λ=266609/262144, rank=6}}",0,"Question{QuestionCommittee{λ=10624205/8388608, rank=4}}"
145,0,"Question{QuestionCommittee{λ=275805/262144, rank=1}}",0,"Question{QuestionCommittee{λ=101807/65536, rank=7}}",0,"Question{QuestionCommittee{λ=1231543/262144, rank=8}}",0,"Question{QuestionCommittee{λ=68291/65536, rank=7}}",0,"Question{QuestionCommittee{λ=139185/131072, rank=3}}",0,"Question{QuestionCommittee{λ=33205/32768, rank=6}}",0,"Question{QuestionCommittee{λ=2274061/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=72281/65536, rank=4}}",0,"Question{QuestionCommittee{λ=170953/131072, rank=4}}",0,"Question{QuestionCommittee{λ=21248429/16777216, rank=4}}"
146,0,"Question{QuestionCommittee{λ=68861/65536, rank=5}}",0,"Question{QuestionCommittee{λ=321937/262144, rank=1}}",0,"Question{QuestionCommittee{λ=37689/32768, rank=3}}",0,"Question{QuestionCommittee{λ=4153/4096, rank=6}}",0,"Question{QuestionCommittee{λ=6965/4096, rank=7}}",0,"Question{QuestionCommittee{λ=41248463/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=67721/65536, rank=1}}",0,"Question{QuestionCommittee{λ=1087612869/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=19576315/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=161225/131072, rank=1}}"
147,0,"Question{QuestionCommittee{λ=551629/524288, rank=1}}",0,"Question{QuestionCommittee{λ=2178909/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=70153/65536, rank=1}}",0,"Question{QuestionCommittee{λ=17286479/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=8713831/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=68654571/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=5525/2048, rank=6}}",0,"Question{QuestionCommittee{λ=52091/32768, rank=6}}",0,"Question{QuestionCommittee{λ=169813/131072, rank=7}}",0,"Question{QuestionCommittee{λ=577013/524288, rank=7}}"
148,0,"Question{QuestionCommittee{λ=181204481/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=203595/131072, rank=7}}",0,"Question{QuestionCommittee{λ=75397/65536, rank=3}}",0,"Question{QuestionCommittee{λ=8287/8192, rank=6}}",0,"Question{QuestionCommittee{λ=4617377/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=21153/16384, rank=3}}",0,"Question{QuestionCommittee{λ=135461/131072, rank=1}}",0,"Question{QuestionCommittee{λ=596127/524288, rank=5}}",0,"Question{QuestionCommittee{λ=39152649/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=71711/65536, rank=6}}"
149,0,"Question{QuestionCommittee{λ=369285/262144, rank=6}}",0,"Question{QuestionCommittee{λ=407209/262144, rank=7}}",0,"Question{QuestionCommittee{λ=150813/131072, rank=3}}",0,"Question{QuestionCommittee{λ=9069929/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=4486923/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=345421/262144, rank=7}}",0,"Question{QuestionCommittee{λ=4246489/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=754093/524288, rank=3}}",0,"Question{QuestionCommittee{λ=533199/524288, rank=6}}",0,"Question{QuestionCommittee{λ=147013/131072, rank=2}}"
150,0,"Question{QuestionCommittee{λ=28133427/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=195322769/33554432, rank=6}}",0,"Question{QuestionCommittee{λ=37312233/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=8477/8192, rank=5}}",0,"Question{QuestionCommittee{λ=9234735/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=43313/32768, rank=4}}",0,"Question{QuestionCommittee{λ=11031/4096, rank=6}}",0,"Question{QuestionCommittee{λ=144543/131072, rank=4}}",0,"Question{QuestionCommittee{λ=339645/262144, rank=7}}",0,"Question{QuestionCommittee{λ=294007/262144, rank=2}}"
151,0,"Question{QuestionCommittee{λ=56266873/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=5009005/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=2463105/524288, rank=8}}",0,"Question{QuestionCommittee{λ=136601/131072, rank=7}}",0,"Question{QuestionCommittee{λ=13949/8192, rank=7}}",0,"Question{QuestionCommittee{λ=137309123/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=4548103/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=289105/262144, rank=4}}",0,"Question{QuestionCommittee{λ=97057/65536, rank=8}}",0,"Question{QuestionCommittee{λ=42496877/33554432, rank=4}}"
152,0,"Question{QuestionCommittee{λ=1103277/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=4357799/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=301645/262144, rank=3}}",0,"Question{QuestionCommittee{λ=555733/524288, rank=1}}",0,"Question{QuestionCommittee{λ=278351/262144, rank=3}}",0,"Question{QuestionCommittee{λ=3877547/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=9096187/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=74561/65536, rank=2}}",0,"Question{QuestionCommittee{λ=194095/131072, rank=8}}",0,"Question{QuestionCommittee{λ=143403/131072, rank=6}}"
153,0,"Question{QuestionCommittee{λ=112533765/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=55739/32768, rank=5}}",0,"Question{QuestionCommittee{λ=2279723/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=273221/262144, rank=7}}",0,"Question{QuestionCommittee{λ=8973865/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=7755075/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=18192355/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=141655/131072, rank=7}}",0,"Question{QuestionCommittee{λ=2220253/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=543383/524288, rank=5}}"
154,0,"Question{QuestionCommittee{λ=137703/131072, rank=5}}",0,"Question{QuestionCommittee{λ=8715617/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=140287/131072, rank=1}}",0,"Question{QuestionCommittee{λ=34572939/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=556721/524288, rank=3}}",0,"Question{QuestionCommittee{λ=274618265/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=36674935/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=2908049/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=1066417/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=18717249/16777216, rank=3}}"
155,0,"Question{QuestionCommittee{λ=2133043/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=111459/65536, rank=5}}",0,"Question{QuestionCommittee{λ=4897695/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=18139877/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=1679623/1048576, rank=6}}",0,"Question{QuestionCommittee{λ=15510131/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=78665/65536, rank=7}}",0,"Question{QuestionCommittee{λ=104163/65536, rank=6}}",0,"Question{QuestionCommittee{λ=2132815/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=294239/65536, rank=8}}"
156,0,"Question{QuestionCommittee{λ=362408981/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=10017991/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=603271/524288, rank=3}}",0,"Question{QuestionCommittee{λ=16973/16384, rank=5}}",0,"Question{QuestionCommittee{λ=27879/16384, rank=7}}",0,"Question{QuestionCommittee{λ=82496945/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=157349/131072, rank=7}}",0,"Question{QuestionCommittee{λ=1192235/1048576, rank=5}}",0,"Question{QuestionCommittee{λ=679309/524288, rank=7}}",0,"Question{QuestionCommittee{λ=588033/524288, rank=2}}"
157,0,"Question{QuestionCommittee{λ=69507/65536, rank=7}}",0,"Question{QuestionCommittee{λ=17431253/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=280593/262144, rank=1}}",0,"Question{QuestionCommittee{λ=99007033/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=55739/32768, rank=7}}",0,"Question{QuestionCommittee{λ=335579/262144, rank=2}}",0,"Question{QuestionCommittee{λ=8492997/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=283329/262144, rank=7}}",0,"Question{QuestionCommittee{λ=558279/524288, rank=2}}",0,"Question{QuestionCommittee{λ=84993735/67108864, rank=4}}"
158,0,"Question{QuestionCommittee{λ=138995/131072, rank=7}}",0,"Question{QuestionCommittee{λ=643893/524288, rank=1}}",0,"Question{QuestionCommittee{λ=4559427/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=33927/32768, rank=5}}",0,"Question{QuestionCommittee{λ=1325881/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=42287/32768, rank=3}}",0,"Question{QuestionCommittee{λ=314679/262144, rank=7}}",0,"Question{QuestionCommittee{λ=578229/524288, rank=4}}",0,"Question{QuestionCommittee{λ=388171/262144, rank=8}}",0,"Question{QuestionCommittee{λ=286787/262144, rank=6}}"
159,0,"Question{QuestionCommittee{λ=275425/262144, rank=5}}",0,"Question{QuestionCommittee{λ=390645557/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=74624485/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=36279735/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=75131/65536, rank=4}}",0,"Question{QuestionCommittee{λ=31020281/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=609769/524288, rank=2}}",0,"Question{QuestionCommittee{λ=1156439/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=341887/262144, rank=4}}",0,"Question{QuestionCommittee{λ=169987489/134217728, rank=4}}"
160,0,"Question{QuestionCommittee{λ=4266105/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=222899/131072, rank=5}}",0,"Question{QuestionCommittee{λ=149248989/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=1336331/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=111497/65536, rank=7}}",0,"Question{QuestionCommittee{λ=671139/524288, rank=2}}",0,"Question{QuestionCommittee{λ=16986013/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=2312897/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=1116577/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=339974997/268435456, rank=4}}"
161,0,"Question{QuestionCommittee{λ=2206535/2097152, rank=1}}",0,"Question{QuestionCommittee{λ=299023/262144, rank=8}}",0,"Question{QuestionCommittee{λ=9118873/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=67835/65536, rank=5}}",0,"Question{QuestionCommittee{λ=18469451/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=690861/524288, rank=7}}",0,"Question{QuestionCommittee{λ=22081/8192, rank=6}}",0,"Question{QuestionCommittee{λ=208345/131072, rank=6}}",0,"Question{QuestionCommittee{λ=1358637/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=322469/262144, rank=1}}"
162,0,"Question{QuestionCommittee{λ=225067549/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=814399/524288, rank=7}}",0,"Question{QuestionCommittee{λ=4926191/1048576, rank=8}}",0,"Question{QuestionCommittee{λ=72559489/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=17947749/16777216, rank=1}}",0,"Question{QuestionCommittee{λ=1381741/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=36384691/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=2175225719/2147483648, rank=1}}",0,"Question{QuestionCommittee{λ=78305317/67108864, rank=1}}",0,"Question{QuestionCommittee{λ=1154045/1048576, rank=7}}"
163,0,"Question{QuestionCommittee{λ=550831/524288, rank=5}}",0,"Question{QuestionCommittee{λ=1628817/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=9852401/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=1111447/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=2651743/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=66429/65536, rank=6}}",0,"Question{QuestionCommittee{λ=73349851/67108864, rank=5}}",0,"Question{QuestionCommittee{λ=566677/524288, rank=7}}",0,"Question{QuestionCommittee{λ=156610653/134217728, rank=1}}",0,"Question{QuestionCommittee{λ=573555/524288, rank=6}}"
164,0,"Question{QuestionCommittee{λ=4413051/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=445779/262144, rank=5}}",0,"Question{QuestionCommittee{λ=90901/65536, rank=4}}",0,"Question{QuestionCommittee{λ=198014047/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=17427643/16777216, rank=2}}",0,"Question{QuestionCommittee{λ=62040581/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=10018295/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=5816117/2097152, rank=8}}",0,"Question{QuestionCommittee{λ=567095/524288, rank=5}}",0,"Question{QuestionCommittee{λ=644919/524288, rank=1}}"
165,0,"Question{QuestionCommittee{λ=8826083/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=20036001/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=561167/524288, rank=1}}",0,"Question{QuestionCommittee{λ=69145859/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=35895517/33554432, rank=1}}",0,"Question{QuestionCommittee{λ=549236549/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=1219519/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=149103/131072, rank=2}}",0,"Question{QuestionCommittee{λ=313221325/268435456, rank=1}}",0,"Question{QuestionCommittee{λ=588497/131072, rank=8}}"
166,0,"Question{QuestionCommittee{λ=724817981/536870912, rank=2}}",0,"Question{QuestionCommittee{λ=1287805/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=19704821/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=145118997/134217728, rank=3}}",0,"Question{QuestionCommittee{λ=34855305/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=1098473117/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=146699721/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=4625813/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=626442631/536870912, rank=1}}",0,"Question{QuestionCommittee{λ=1086747/1048576, rank=5}}"
167,0,"Question{QuestionCommittee{λ=450135079/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=40072021/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=9795409/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=135689/131072, rank=5}}",0,"Question{QuestionCommittee{λ=150281/131072, rank=4}}",0,"Question{QuestionCommittee{λ=132839/131072, rank=6}}",0,"Question{QuestionCommittee{λ=2439019/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=9251607/8388608, rank=4}}",0,"Question{QuestionCommittee{λ=776323/524288, rank=8}}",0,"Question{QuestionCommittee{λ=37434479/33554432, rank=3}}"
168,0,"Question{QuestionCommittee{λ=8532191/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=34862525/33554432, rank=2}}",0,"Question{QuestionCommittee{λ=1206523/1048576, rank=3}}",0,"Question{QuestionCommittee{λ=546461/524288, rank=7}}",0,"Question{QuestionCommittee{λ=36938921/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=1342297/1048576, rank=2}}",0,"Question{QuestionCommittee{λ=629377/524288, rank=7}}",0,"Question{QuestionCommittee{λ=4350451457/4294967296, rank=1}}",0,"Question{QuestionCommittee{λ=2717293/2097152, rank=7}}",0,"Question{QuestionCommittee{λ=2173475/2097152, rank=5}}"
169,0,"Question{QuestionCommittee{λ=738551/524288, rank=6}}",0,"Question{QuestionCommittee{λ=598065/524288, rank=8}}",0,"Question{QuestionCommittee{λ=2413065/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=396028075/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=3359227/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=84555/65536, rank=3}}",0,"Question{QuestionCommittee{λ=293399461/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=2384451/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=4440525/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=679949975/536870912, rank=4}}"
170,0,"Question{QuestionCommittee{λ=900270177/268435456, rank=8}}",0,"Question{QuestionCommittee{λ=69725031/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=298497997/268435456, rank=5}}",0,"Question{QuestionCommittee{λ=2672643/2097152, rank=4}}",0,"Question{QuestionCommittee{λ=6718473/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=124081181/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=4878057/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=8700902933/8589934592, rank=1}}",0,"Question{QuestionCommittee{λ=5434567/4194304, rank=7}}",0,"Question{QuestionCommittee{λ=1359899969/1073741824, rank=4}}"
171,1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=2}}"
172,1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=3}}"
173,1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=4}}"
174,1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=5}}"
175,1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=6}}"
176,1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=7}}"
177,1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=8}}"
178,1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=9}}"
179,1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=10}}"
